,Unnamed: 0,npo02__LastCloseDate__c,npo02__FirstCloseDate__c,AccountNumber,Id,npo02__LastOppAmount__c,npo02__OppAmountThisYear__c,npo02__OppAmountLastYear__c,npo02__TotalOppAmount__c,npo02__OppAmount2YearsAgo__c,npo02__NumberOfClosedOpps__c,npo02__LargestAmount__c,npo02__SmallestAmount__c,npo02__AverageAmount__c,Total_Gifts_This_Year_as_of_Last_Year__c,Account Record Type,First_Gift_Year__c,Last_Close_Month,AccountId,amount_min,amount_max,amount_mean,start_year,latest_year,first_month,avg_month,latest_month,amount_total,non_zero_counts,this_year_non_zero_counts,this_year_amount_total,this_year_amount_mean,prev_year_non_zero_counts,prev_year_amount_total,prev_year_amount_mean,account_age,dormancy_years,average_total_donation,average_time_between_donation,amount_total_percentiles,non_zero_counts_percentiles,dormancy_years_percentiles,persona,group
57,57,2026-03-08,2024-01-16,LTueLKkHHNKnYgMxJvOmnTsfpTGMiYgKCVDMqBDK,xFSumegUEclrZGdkHeKTtygUPZmALUXJXjzdufbw,86441.65,25755.42,25672.03,79236.93,73439.4,5838.38,73968.55,58177.8,68475.46,57.49,Family Church,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,2024-05-19,2023-08-30,RLJvOlGBIVWEfbIkySYXLZWdvjBYHJEfiFCmHSDX,htPkkYFvfHhVWsTNuERXVyNvJzDgaCItNGOsYtmM,52813.99,12746.09,32018.5,56705.31,90871.79,89408.01,58041.28,12196.26,92509.27,79.82,Family Church,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,2024-05-13,2024-12-17,JCCLhUNgsiiGdTPfhAAoHoXCKqFdVQOHkqgzgDzN,gpqYTptkizYAtrgYAKLbBfYhsgESFqmhHzdtjDnQ,83903.16,17723.3,24499.35,5906.42,35255.64,17102.53,6156.75,73011.71,85739.71,7.96,temple,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,2026-01-27,2025-04-16,TQJeNiqvvvGcYYkXxxxvBOfTGbMOUcQHBkztzreP,DeUljcUjEMhnSHJLHKQoNurNledHxORSsuwwogKj,69680.62,7656.06,20330.42,40546.37,48341.19,19087.01,31319.54,68621.8,40779.7,45.11,xigua,2025,1,DeUljcUjEMhnSHJLHKQoNurNledHxORSsuwwogKj,86703.51,86703.51,86703.51,2025.0,2025.0,8.0,8.0,8.0,86703.51,1.0,,,,,,,0.0,0.0,inf,inf,0.8195991091314031,0.4510022271714922,0.10523385300668152,Gary,Gold
61,61,2024-04-05,2023-08-06,DwuqqFFhoUhhrdTZtavzplXAHwAObAzmvumxLvRl,FulbNefqsPxTVSDxXTRglLtVBywytQwkmSsMyvzI,73426.22,54952.38,55772.24,23755.03,37346.92,5439.76,26394.5,75484.8,6643.75,16.51,Family Church,2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,2023-12-16,2023-11-22,wvyPiBggzvQSzSXGhkkJLDnLNpwEuvYOUotdWsMP,XuoCIwNSNLSNVNuoJwvDWBKjqUPtuYrPluiwKZTe,48755.8,48688.18,51035.79,78203.49,39216.38,98973.39,41594.72,37643.82,17364.62,13.74,zucchini,2023,12,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,2026-03-10,2025-02-21,zNxSKRPVnHLjzjMXwfIUrGDRPxcjFuLtcKyyHCJx,EvfIPeHmQfEylqBhXWYsbqfCjtnOgGLyOdDxKGBO,81466.48,73917.81,33349.43,14913.32,77205.55,78844.95,9881.29,59929.13,79270.37,15.56,temple,2025,3,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,2024-07-12,2024-04-05,ZVcqJozWXjvWWEMwlwbGFktCNGspEmnwADRjFryR,GAZVhLDbjpgWlGyDemdXBlYrmWrUpYeFNZdqKCpH,53169.54,6984.21,33935.63,3947.08,61354.42,68341.32,37249.27,95559.9,37072.79,62.53,Family,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,2024-05-30,2023-12-01,IaFlUUSMIlJEjELFOwSQxlOxZImILzjOgfZpZQMK,KAumoODCVVEdXcifpiFVVmADsgTQwrNCCRrCklvz,54267.4,29377.99,99061.94,82515.57,88150.29,88802.46,30473.37,64724.67,92611.96,20.33,zucchini,2023,5,KAumoODCVVEdXcifpiFVVmADsgTQwrNCCRrCklvz,30261.6,30261.6,30261.6,2021.0,2021.0,1.0,1.0,1.0,30261.6,1.0,,,,,,,4.0,4.0,7565.4,0.25,0.25389755011135856,0.4510022271714922,0.7065701559020044,Beth,Red
66,66,2024-03-02,2023-10-07,GWvAdNQyRIVerpIAkmBnUMDiHKGNjyEsHDxjTESs,bckiVRQNhoxDSVHqoXMnMppWuEWlLenjHCtwygND,60610.42,56302.09,10815.68,68289.7,73046.52,75959.23,54166.18,15680.45,41756.78,84.89,church,2023,3,bckiVRQNhoxDSVHqoXMnMppWuEWlLenjHCtwygND,87226.54,87226.54,87226.54,2019.0,2019.0,6.0,6.0,6.0,87226.54,1.0,,,,,,,6.0,6.0,14537.756666666666,0.16666666666666666,0.8240534521158129,0.4510022271714922,0.9548997772828508,Laura,Purple
67,67,2025-03-27,2024-08-05,WqayGBnjAAtOSFRuxaKgtsAzsynvWUTkQdZcZOlw,PvcKrkihIjYXXUXbKBUEUAVBLgPIbOThufDrMbDy,3332.39,52532.9,9449.09,31682.75,7027.9,38097.41,77915.34,86926.82,3405.76,46.66,yellow passion fruit,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,2025-10-04,2023-06-19,KmukAKMLsqqaBBaKkxqihmgleCNzEcPiPyZlLyLs,tXjujAwjgMCKOamWhJGHQktrCgwMBVmvXdcuiDXw,585.36,20007.42,71096.62,52147.71,43955.55,81258.16,63507.3,60972.51,7912.67,94.53,yellow passion fruit,2023,10,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,2024-08-25,2025-09-27,UmRThQoDOHqnUCXUGCJSLvvtlrYjFEHgpOrlqLyZ,KjiNcnjEDotlFjakQxamvPKjENisZzQImVXnVMSe,43977.4,44594.6,32949.25,84799.82,42785.75,8703.95,93173.8,82580.83,56732.82,55.65,watermelon,2025,8,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,2023-07-15,2023-11-05,CKJekcwxsMygrTHlNztQjhuJXYDsytizzWvjkNhU,EZqDWXaAichLxGdThngZRfQEZEbXRxahpDWFNAQE,28634.04,88713.7,68370.46,28680.52,73682.56,85034.17,78946.86,561.7,15104.84,50.26,xigua,2023,7,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,2023-08-16,2026-03-01,PRaJcwWnqjclUuXWMjjuaRsjrUtabHIqbTBSjEVQ,vgRnavmtUQYTZfiQEwkBkcHcfuVkZWdEQrrASgxn,63069.76,63369.64,98421.02,35419.76,38454.3,49319.49,72855.03,5221.18,45605.24,82.64,yellow passion fruit,2026,8,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,2024-06-11,2024-09-03,rfkmqfOtiFjjTmSNdnncHqXMrsCxSQXGTROpTIVr,omlbZXowUfddqSBkncUZyagwrupFXwwxyfgztRQV,88294.77,34945.41,25657.56,64604.57,12465.85,38494.61,33917.39,56647.87,52393.09,37.89,watermelon,2024,6,omlbZXowUfddqSBkncUZyagwrupFXwwxyfgztRQV,3906.37,42444.62,23175.495000000003,2023.0,2024.0,3.0,5.5,8.0,46350.990000000005,2.0,1.0,42444.62,42444.62,1.0,3906.37,3906.37,2.0,1.0,23175.495000000003,1.0,0.4209354120267261,0.9454342984409799,0.26447661469933187,Ryan,Green
73,73,2023-11-19,2023-07-12,muMXchcYdgeXNnkfHmsBlgfffEvJahEIzkXLiFlC,AzXVcAgXqOTnWyfsAbyPgPLXyGtEKJUyKQTEFxOi,30939.51,45721.73,68636.44,17984.82,52720.79,6717.67,79213.03,51780.18,26317.91,73.53,temple,2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,2024-07-13,2025-02-03,SreVQaEPPDnvVsTzxNAYgNgfIaInBjuCyNXDjOAv,dbWMfJmYmyGOVlWwuasepjKBTwPtXuIrddWNHQYc,11902.43,67587.59,15635.77,79438.13,27263.61,86071.35,70599.03,7486.38,38206.02,4.78,Family Church,2025,7,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,2025-05-02,2025-12-09,olHfZFNeRRKJBPJFOTTeWoBkNpbkEjtklSrMJTgB,NSfIhRLsDLYjiWtCRuYsTdxukoLbvhSrcvfOUeqF,77499.85,32098.4,91705.92,77445.02,88764.38,25518.66,448.37,31416.12,90612.85,24.4,yellow passion fruit,2025,5,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,2024-08-06,2024-03-28,vYpXNPBLtKIKjLJmUomONnnqNbebVVZtDOYjxWcg,bWSqhJGdSbWxWTfGxFuUoDbCOyzsypGqiBLhZpqd,73445.54,52650.9,14426.98,89801.98,53549.1,79259.97,33410.37,97619.03,12989.77,66.96,temple,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,2025-02-03,2024-04-14,csobLhgjbkwdMBccLwViRfayCoPyGfEwjmDxygtK,iNRUtHdVXcqpSbpbusOmnBMTYjhJGbJtxJlHrAxg,25776.1,88089.65,18487.52,73317.18,4867.07,86303.06,23683.82,43954.42,18067.82,77.71,temple,2024,2,iNRUtHdVXcqpSbpbusOmnBMTYjhJGbJtxJlHrAxg,51935.66,51935.66,51935.66,2022.0,2022.0,9.0,9.0,9.0,51935.66,1.0,,,,,,,3.0,3.0,17311.88666666667,0.3333333333333333,0.4732739420935412,0.4510022271714922,0.5662583518930958,Peter,Orange
78,78,2025-10-10,2025-09-16,DtvBalLgUzkSNGinZCWBqZugmHHVtaaiEXWjVRhX,ARYUssnhJETlziaWkZjMRCWWUBezcrYqgCBPJNEN,82763.95,16991.75,33063.93,40402.69,70648.1,46132.6,14785.57,87420.02,39218.2,34.18,Family,2025,10,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,2025-10-13,2025-02-12,CHgZaVaXfiLsPJqADZNIuZZxsVBjCIEGUawVdYmV,ecbPFoFpOHvCKYanwyfStKskvAImYSbpxznBzxoE,77340.76,7241.08,96885.55,63543.38,87658.99,66076.6,10459.66,44597.75,30838.28,86.36,zucchini,2025,10,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,2024-03-04,2024-09-12,SduhmTigcxnHkTcuyYlNFaXXKsinluWmiapbSpkZ,JudeLOwJneeogztWwcbPhqzGUgdvDxJwxzCOdtzv,38899.21,14392.42,95855.06,54815.24,79580.92,6869.05,8677.47,66199.49,9160.94,21.11,religious institution,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,2025-03-05,2023-05-15,bPUCwZtdChEvaFulFpGDLdHfhgoORvsqhdVdtCrL,bADAOeXEBimpQgZWuLITKoqEopeGRotrENPuPAXN,38992.4,84819.08,79786.7,74644.2,29789.6,65596.97,21758.96,19841.57,65202.85,63.58,yellow passion fruit,2023,3,bADAOeXEBimpQgZWuLITKoqEopeGRotrENPuPAXN,29923.59,29923.59,29923.59,2022.0,2022.0,10.0,10.0,10.0,29923.59,1.0,,,,,,,3.0,3.0,9974.53,0.3333333333333333,0.2516703786191537,0.4510022271714922,0.5662583518930958,Beth,Red
82,82,2023-07-31,2024-09-11,IlzVjJyVVxqqXlSKMDIBHctPeFMjfvaWmKbpFMTq,NOPwukwUWUwSmEqdIuNzzEPyMTQLRavkWCsfEuFl,91359.46,52653.58,47946.15,57107.27,95541.62,30577.63,34279.52,9485.41,17299.44,75.78,religious institution,2024,7,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,2025-01-08,2024-09-29,EqsrQenKwuvXnYdCzJNaaCarKhbNToaPVBjExLCT,vMJssXrWjJWYzQhXuXGTyrbeYvotSWepzQuVskRN,59937.75,7048.76,20753.05,75574.76,74491.36,83453.55,32300.68,58137.28,43491.88,85.31,Family,2024,1,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,2023-03-20,2023-04-23,CuvFjArPBWbKaNxtLWcqUUyChbYSDuRLygoUCQpB,MAgOUkbnibFAhhYsILTNqBCQiVVexVybrwGKXjaJ,16979.07,4433.3,74427.66,48861.72,73194.66,83743.29,95406.36,10467.84,68515.85,71.8,Family Church,2023,3,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,2024-08-02,2023-12-10,hfsXSzXSCmXxjtqjxHsLjUckODEHDwLJNZtwfUQH,aqbNivcnvYMjtcCRKjGZMklKpbjkgULCxZAdshgX,19615.57,76336.96,41067.08,37621.53,25359.85,51125.75,41085.47,57308.78,30018.17,19.0,zucchini,2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,2023-08-02,2024-12-16,RCGeINDYGobakhiliObatKWKkAkkXTJOzvmHIJkO,gDqBRPXpdyVJXauInRjYeHBIeqrFxkmfxSpWtchN,83973.61,77501.81,75734.66,9020.29,67225.51,1456.03,60376.48,92340.21,85570.81,30.59,religious institution,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,2024-04-10,2026-03-11,lNsStFlYgVeWZMBBbaEdWEDDLxeeEnGseRbumlDo,ZPEEuACFFIKurJRdMuxXqTxgNIHDuSxaQrUhXgyV,9236.09,10153.54,68141.99,88681.48,34490.11,64687.59,91252.29,27507.06,75778.64,62.01,temple,2026,4,ZPEEuACFFIKurJRdMuxXqTxgNIHDuSxaQrUhXgyV,43637.43,65554.43,54595.92999999999,2025.0,2026.0,2.0,4.0,6.0,109191.85999999999,2.0,,,,,,,0.0,-1.0,inf,inf,0.9599109131403119,0.9454342984409799,0.013363028953229399,Gary,Gold
88,88,2023-09-30,2025-04-05,EXyfHiaWGUxToHDHgmkOuqGfFqiljYrKdLsyTrPL,uAqpeMjfHLEIpwSkhYBcxBjUjFQZVRfvUoRlHmkG,37464.62,38251.12,38317.73,34476.36,2731.16,97011.43,7958.41,98802.26,61171.1,49.89,religious institution,2025,9,uAqpeMjfHLEIpwSkhYBcxBjUjFQZVRfvUoRlHmkG,47569.66,47569.66,47569.66,2019.0,2019.0,4.0,4.0,4.0,47569.66,1.0,,,,,,,6.0,6.0,7928.276666666668,0.16666666666666666,0.4287305122494432,0.4510022271714922,0.9548997772828508,Peter,Orange
89,89,2025-01-30,2025-09-18,HlNmLJWSCIzICVJgTpeJeaCjtdEhqdeChDanvfVX,CKnxYugPtaGgBVKvoishmOGvhBnmOVceweuTyVpx,36451.55,23820.58,67002.66,11455.1,90669.19,91626.62,76007.7,30921.16,22455.94,78.45,zucchini,2025,1,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,2024-07-29,2023-09-11,hCLeOmIOUzCIVCwcCtSFRbQxqTwYYKVGFARkLAJD,AuhpHyoPnVMlQTyJQbKFlVZXfWYFzGdNUkLmJQGq,65856.74,16419.4,84114.68,10704.4,45599.32,21841.78,95109.84,98698.77,71443.58,68.0,Family,2023,7,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,2023-10-24,2024-05-20,KhkkExbgdCotTVLxhWdBICAUMrXvLxlVQqaryJyl,mrCjitfpzNXTKYLouldLamcmAMdiQQRbnDOsSPEN,64705.54,33979.3,89271.33,64613.38,51321.99,26623.16,36173.91,69650.68,68498.42,8.81,xigua,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,2023-06-10,2025-07-01,AfniUzoLTNKXuvvzQQviKqhprSACxzBDWMZNMmLc,fPtdjTDcdYGtHaJaphxohTtdEbMcYBfiIzkrtYYv,36452.06,76757.42,44586.7,42889.17,30134.24,1213.39,60904.98,35191.99,97863.64,90.62,watermelon,2025,6,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,2026-01-12,2025-04-23,maHIvsXaJuGGQKPxnDTDyRRyrUxgndkeJasOWFfz,VkTlWqEiUuMTCfdTOZeBwrsLoctbuLRBVrkurutJ,98307.86,47138.49,9213.61,95568.32,57744.41,27147.93,27972.59,96663.23,85603.1,22.0,zucchini,2025,1,VkTlWqEiUuMTCfdTOZeBwrsLoctbuLRBVrkurutJ,9551.79,9551.79,9551.79,2022.0,2022.0,10.0,10.0,10.0,9551.79,1.0,,,,,,,3.0,3.0,3183.9300000000003,0.3333333333333333,0.0779510022271715,0.4510022271714922,0.5662583518930958,Beth,Red
94,94,2025-06-02,2024-10-20,OtroeRcPZHFGiNnXXetiPpxSWBdBILBQweHksSod,xPALVrLFjrPIZTVazuDokRSCTOxgFEbcswtcyXHS,14592.57,21446.84,66208.37,16193.93,47057.6,76289.65,29800.5,88274.99,31845.37,13.77,church,2024,6,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,2024-05-15,2025-07-21,LGgrSGCWjOuQREVXZPdpVrFJljdUoryXDzTqPBEP,NitoenYMyDfdhJUPzUTQLMIcSaoJzILlmtbPJHFZ,99023.27,18052.31,10585.56,15909.09,82890.33,93435.39,55754.84,10363.44,79527.08,33.28,watermelon,2025,5,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,2024-08-14,2023-12-12,FUmnZelhzfNIfMzJVeVCouCDTkiMLejzcjtOZRKx,iAigLZZWguPCPUQLPgVJLQWxeMWFotTxlKGXNgYF,66906.77,84784.46,26946.28,5741.76,30161.86,10628.24,49439.3,18885.38,49791.41,52.17,religious institution,2023,8,iAigLZZWguPCPUQLPgVJLQWxeMWFotTxlKGXNgYF,52734.75,52734.75,52734.75,2021.0,2021.0,1.0,1.0,1.0,52734.75,1.0,,,,,,,4.0,4.0,13183.6875,0.25,0.47884187082405344,0.4510022271714922,0.7065701559020044,Peter,Orange
97,97,2024-04-17,2024-03-06,FLJiMsZsIQQxxAlHJZUQxGIhdOHmEvHbxyHBVmOS,wPGpDcLXNxEmbvZIHnJvvItgHzGgqgqgEZiIXjYE,88685.51,30244.72,30761.4,16616.05,18015.45,29703.64,59141.19,36971.55,51795.43,73.33,Family Church,2024,4,wPGpDcLXNxEmbvZIHnJvvItgHzGgqgqgEZiIXjYE,30490.75,30490.75,30490.75,2024.0,2024.0,10.0,10.0,10.0,30490.75,1.0,1.0,30490.75,30490.75,,,,1.0,1.0,30490.75,1.0,0.26169265033407574,0.4510022271714922,0.26447661469933187,Yara,Light Blue
98,98,2025-09-27,2024-08-08,DsWnbcxIoHKcJmKgfkfZRjRMfYlSqLXUNwcgPiVp,phkOWwdtwXYbifsNtSHKOEyGzBUtSWUUQtFEYCPu,87073.58,58224.43,86474.89,3524.73,66012.47,55297.34,58912.08,5383.57,57972.37,18.05,religious institution,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,2025-07-03,2023-05-22,hyKqKnxtwSHzwufkYoTICuwOKTwduoCdYfuwHeyr,LHYCJSTDjDtXunOKizxQYsmqzXKkHUDjyfviNdaL,65379.75,93816.6,63136.5,22994.58,32701.14,55393.82,86861.34,77986.37,90002.49,56.92,church,2023,7,LHYCJSTDjDtXunOKizxQYsmqzXKkHUDjyfviNdaL,38702.06,38702.06,38702.06,2019.0,2019.0,12.0,12.0,12.0,38702.06,1.0,,,,,,,6.0,6.0,6450.343333333333,0.16666666666666666,0.34743875278396436,0.4510022271714922,0.9548997772828508,Peter,Orange
100,100,2025-05-22,2023-07-01,hXzEfebAuRPdXPdXCpTZviyZIKlfbIiBaSccQmpM,kqcuEZfVYiEqrWMMfBMhTDXUUTZzwpDijwPMfwzO,35449.75,55247.25,90190.39,22863.24,54583.58,99758.82,27129.03,15568.94,20946.87,18.45,Family,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,2024-01-08,2026-02-12,mOPKSshEJtSAyWqKXlActyEGzqMWwCZuwRdMdlQM,AsadwFQJWmytRVdgvceWZyYOpdDYxhAISNzHniju,87657.46,46988.0,38341.03,71525.77,13634.05,96000.17,38595.1,25589.68,76341.47,27.24,watermelon,2026,1,AsadwFQJWmytRVdgvceWZyYOpdDYxhAISNzHniju,87252.13,87252.13,87252.13,2023.0,2023.0,12.0,12.0,12.0,87252.13,1.0,,,,1.0,87252.13,87252.13,2.0,2.0,43626.065,0.5,0.8251670378619154,0.4510022271714922,0.41648106904231624,Gary,Gold
102,102,2026-01-24,2023-12-23,mwfOSJHgkXNOWFtMYghZzEPSJZRBxsqmqkGwnvzI,eOsFAKsRhMNuqEPcIStTyOVoncMYFSrKqfIQpeld,40604.24,81484.88,27030.01,48621.73,60851.89,9480.58,53533.45,53718.31,90739.63,16.46,religious institution,2023,1,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,2026-03-02,2024-02-21,vnkIUwekYWpAeXNQMypvXQaLeAYEFpgZuGzWyefM,hEhBaBmPuEskfTQrnvxddVBfaVVqJpkscRGGaKxT,58589.28,19010.51,9092.87,40684.89,57019.92,97575.01,49828.47,6431.86,7206.06,24.82,Family Church,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,2023-06-28,2024-11-23,CPnFnOOYwMASYSnbRpPzsHjuTDeBxleMrCISbNHh,vgxzwNcIrptbLNSpwwzqgobnuFAPomJFfmBBJbYi,74247.39,48414.78,92404.57,11637.21,47250.77,23935.27,84635.41,53755.55,90321.53,31.84,church,2024,6,vgxzwNcIrptbLNSpwwzqgobnuFAPomJFfmBBJbYi,31328.15,90340.49,70192.16333333334,2021.0,2025.0,4.0,7.666666666666667,12.0,210576.49000000002,3.0,,,,,,,4.0,0.0,52644.122500000005,0.75,0.9966592427616926,0.9933184855233853,0.10523385300668152,Gary,Gold
105,105,2024-10-31,2023-06-11,kivOXUcaQMbroeMHWwFmsOYTOSwjKmQHrCUxiguE,sWFTpVXNbHbYQwfiTkFoazYRfFJEQzxIEWgXmHeU,57531.63,60185.2,30134.44,3588.94,27071.32,37307.71,62754.14,56956.3,71151.85,5.4,temple,2023,10,sWFTpVXNbHbYQwfiTkFoazYRfFJEQzxIEWgXmHeU,5933.7,5933.7,5933.7,2020.0,2020.0,7.0,7.0,7.0,5933.7,1.0,,,,,,,5.0,5.0,1186.74,0.2,0.045657015590200446,0.4510022271714922,0.839086859688196,Beth,Red
106,106,2025-06-14,2023-08-22,SvhPXZIAtMwuIHjrdxElrZeIOzTSLWetCThcfnle,zKDJRmLutYbiDIcwuEhJKLirvpTlddekgLjSLxCf,10425.46,76073.72,8745.38,52559.62,38508.84,21530.53,86880.09,76438.7,60390.07,55.25,church,2023,6,zKDJRmLutYbiDIcwuEhJKLirvpTlddekgLjSLxCf,50357.68,50357.68,50357.68,2022.0,2022.0,5.0,5.0,5.0,50357.68,1.0,,,,,,,3.0,3.0,16785.893333333333,0.3333333333333333,0.45879732739420936,0.4510022271714922,0.5662583518930958,Peter,Orange
107,107,2023-11-14,2026-01-19,waTPfjirfCNruMOQxteglwOpGinDHRtgoxzMedHl,FnARiGXSVAABznodJFGRYXEWevSWjawgOewFythj,94065.23,33078.23,87509.81,59449.8,4961.27,71311.91,70721.36,75611.27,82361.34,45.94,church,2026,11,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,2026-01-03,2026-02-15,UmhevwgpidkhxJmlQAvNxoIxRtLiOMjJklJaLFgI,mYTopRfGMfGCyoFITFZCMneFRGfyoxmQwdrbMXOJ,95031.34,74738.85,36048.11,41472.99,46699.6,57880.83,26934.9,47632.04,82973.06,95.25,Family Church,2026,1,mYTopRfGMfGCyoFITFZCMneFRGfyoxmQwdrbMXOJ,99759.78,99759.78,99759.78,2024.0,2024.0,8.0,8.0,8.0,99759.78,1.0,1.0,99759.78,99759.78,,,,1.0,1.0,99759.78,1.0,0.9454342984409799,0.4510022271714922,0.26447661469933187,Gary,Gold
109,109,2024-02-22,2026-01-26,sHsRBkpGohEiuIAEuTpcocqsSyybHbnWVeaSpSqT,GkTsQfBwVNDlIXWxlCTyXJejRpQFwbzrKXgdKMyp,43082.12,75026.95,18165.93,56533.93,76929.37,49529.26,13500.27,53747.87,56233.21,8.89,temple,2026,2,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,2025-09-28,2024-07-10,UoDJmLqFtUSdonrQutemkABgBsfCkjdpicNLTqlD,ysOQOHhvNFyguGBkhfrDdutaGzZnIuWnIdGNNCSL,12395.56,51988.21,73573.32,16443.09,48612.78,89614.39,66357.09,52613.87,98138.83,57.29,Family,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,2024-07-30,2025-06-02,njJCjzCcZoFBKUrOCkyPImFOPQZPSPIogOnzkwBb,sPTvnvffGPKAseBriVMUGWrcuxNBixvLsinPUafb,35134.64,58164.73,48594.14,5333.64,87153.25,75161.04,13863.59,89996.37,45846.43,3.19,watermelon,2025,7,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,2025-12-13,2025-09-05,ypZsPhfDpWhmyweguZBSmKneDLzuulXoezfmVHYh,FyJegdcwMoOvdwKgBLMxuFEgcWSLCkPjddbmJgjM,62505.5,74864.88,65189.29,70804.06,92015.3,59369.17,62590.47,2350.66,39077.54,5.32,Family,2025,12,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,2023-07-29,2025-09-06,BqCLxRHwAzPzkHYOLlOdNiSXBWaTKWaTFMYCGIkz,GyHrGobpqDlmLjnRjRkhWMJOBmsSmUZFsOiBEQwB,11450.19,45665.82,42121.47,10269.67,90585.36,90099.08,2533.32,25920.65,89793.81,32.56,Family Church,2025,7,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,2024-02-04,2025-01-08,VWGeqQLeYMXkJswwFJnijBcpYTxTQqREiGeIzSUu,CuUlnTnSDpDlEDDdMPrPgogEGOwBjWUoGybMrQIl,95793.2,91409.89,14382.33,68088.77,39717.58,41149.44,25829.57,64242.34,73026.96,57.42,zucchini,2025,2,CuUlnTnSDpDlEDDdMPrPgogEGOwBjWUoGybMrQIl,91023.13,91023.13,91023.13,2022.0,2022.0,11.0,11.0,11.0,91023.13,1.0,,,,,,,3.0,3.0,30341.043333333335,0.3333333333333333,0.8507795100222717,0.4510022271714922,0.5662583518930958,Laura,Purple
115,115,2025-08-10,2026-02-12,aRpcUfqZopDRwpZUfQkonGVUbbtEzjnsbJlaOkTS,XipNcNkZcTsQaNsAvJanZupkOWBKYXxzWlJmpWdN,43978.92,9522.88,13804.17,9777.66,42984.94,8713.84,50220.98,48949.26,46291.0,65.07,watermelon,2026,8,XipNcNkZcTsQaNsAvJanZupkOWBKYXxzWlJmpWdN,85616.05,85616.05,85616.05,2023.0,2023.0,6.0,6.0,6.0,85616.05,1.0,,,,1.0,85616.05,85616.05,2.0,2.0,42808.025,0.5,0.811804008908686,0.4510022271714922,0.41648106904231624,Gary,Gold
116,116,2026-02-09,2024-11-17,RyVbtGIAHavYELPKKCfwNzMOazOlFbVCabcKclax,RApNCEkxAoksBsVAkIWdAYLpJSfNfGnmiuczMgQf,89737.2,60191.14,77108.6,74093.18,66014.04,13735.9,87719.61,66304.85,77105.62,9.98,Family,2024,2,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,2025-04-06,2023-08-27,QhEDIpbtYkBFcyCYuBiNjEGxLVFglCHFPsemdWHJ,QgHMZBulQHZakaZRjmjNZDcQBeOjDmjPLazXOydC,83355.27,53517.31,2680.21,26768.92,51745.06,7064.25,31229.05,2125.9,7810.5,50.37,Family Church,2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,2024-08-12,2024-10-03,ihbnPKUfdThjkBCMvfSlAjEXlIXZDfibAajevrmG,FWOCizWdwLnPRjvVruceVQqCxGiZljQdwElKtHpx,60600.35,97192.53,64844.42,71585.25,63836.99,78338.93,14871.44,18230.8,7924.27,91.05,Family,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,
